submission_a,submission_b,assignment_id,code_a,code_b,token_similarity,line_similarity,length_similarity,structure_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label,semantic_similarity
sub_0025,sub_1027,assignment_003,"def binary_search(list1, item):

    start = 0
    end = len(list1) - 1

    while start <= end:

        middle = (start + end) // 2

        if list1[middle] == item:
            return middle

        elif item < list1[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [10, 20, 30, 40, 50]

result = binary_search(nums, 40)

if result != -1:
    print(""Element found at index"", result)
else:
    print(""Element not present"")","# binary search

arr = [1,3,5,7,9]

x = 7

low = 0
high = len(arr)-1

while low <= high:

    # middle position
    mid = (low + high)//2

    if arr[mid] == x:
        print(""found"")
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.2558139534883721,0.032258064516129,0.5711340206185567,0.4999950000499994,41,0.28,0.75,9,75,0,0.98610264
sub_0025,sub_1028,assignment_003,"def binary_search(list1, item):

    start = 0
    end = len(list1) - 1

    while start <= end:

        middle = (start + end) // 2

        if list1[middle] == item:
            return middle

        elif item < list1[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [10, 20, 30, 40, 50]

result = binary_search(nums, 40)

if result != -1:
    print(""Element found at index"", result)
else:
    print(""Element not present"")","# searching using binary search

a = [11,22,33,44,55]

search = 44

l = 0
h = len(a)-1

while l <= h:

    # calculate mid
    m = (l+h)//2

    if a[m] == search:
        print(""Element Found"")
        break

    elif search > a[m]:
        l = m + 1

    else:
        h = m - 1",0.2391304347826087,0.032258064516129,0.5773195876288659,0.4999950000499994,50,0.3399999999999999,0.86,12,85,0,0.98397493
sub_0025,sub_1029,assignment_003,"def binary_search(list1, item):

    start = 0
    end = len(list1) - 1

    while start <= end:

        middle = (start + end) // 2

        if list1[middle] == item:
            return middle

        elif item < list1[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [10, 20, 30, 40, 50]

result = binary_search(nums, 40)

if result != -1:
    print(""Element found at index"", result)
else:
    print(""Element not present"")","a = [5,10,15,20,25]

x = 20

low = 0
high = len(a)-1

print(""Binary Search Begins"")

while low <= high:

    mid = (low+high)//2

    print(""Middle value:"", a[mid])

    if a[mid] == x:
        print(""Found"")
        break

    elif a[mid] > x:
        high = mid - 1

    else:
        low = mid + 1",0.3023255813953488,0.032258064516129,0.6185567010309279,0.4999950000499994,45,0.3,0.78,10,78,0,0.98639876
sub_0025,sub_1030,assignment_003,"def binary_search(list1, item):

    start = 0
    end = len(list1) - 1

    while start <= end:

        middle = (start + end) // 2

        if list1[middle] == item:
            return middle

        elif item < list1[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [10, 20, 30, 40, 50]

result = binary_search(nums, 40)

if result != -1:
    print(""Element found at index"", result)
else:
    print(""Element not present"")","arr = [2,4,6,8,10,12]

target = 8

l = 0
h = len(arr)-1

print(""Searching..."")

while l <= h:

    m = (l+h)//2

    print(""Checking"", arr[m])

    if arr[m] == target:
        print(""Element found at"", m)
        break

    elif arr[m] < target:
        l = m + 1

    else:
        h = m - 1",0.3095238095238095,0.032258064516129,0.6041237113402061,0.4999950000499994,53,0.39,0.9,14,88,0,0.98901415
sub_0026,sub_0027,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1",0.3142857142857143,0.0384615384615384,0.5895316804407713,0.2499975000249997,9,0.12,0.0199999999999999,3,16,0,0.9831671
sub_0026,sub_0028,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","listt = [5, 9, 13, 27, 45, 60]

find = 27

first = 0
last = len(listt)-1

flag = 0

while first <= last:

    mid = (first + last)//2

    if listt[mid] == find:
        flag = 1
        break

    elif listt[mid] < find:
        first = mid + 1

    else:
        last = mid - 1

if flag == 1:
    print(""Element found"")
else:
    print(""Element not found"")",0.2972972972972973,0.0333333333333333,0.9862258953168044,0.4999950000499994,2,0.0399999999999999,0.01,1,7,0,0.9891373
sub_0026,sub_0029,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","# binary search program

arr = [2,4,6,8,10,12]

# element to search
x = 10

low = 0
high = len(arr)-1

while low <= high:

    # finding middle
    mid = (low + high)//2

    # checking condition
    if arr[mid] == x:
        print(""Found at"", mid)
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.3170731707317073,0.0689655172413793,0.9421487603305784,0.2499975000249997,6,0.07,0.0099999999999999,2,8,0,0.9904258
sub_0026,sub_0030,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","numbers = [14, 18, 21, 36, 40, 55]

target = 36

i = 0
j = len(numbers)-1

while i <= j:

    center = (i+j)//2

    if numbers[center] == target:
        print(""Search successful"")
        print(center)
        break

    elif target > numbers[center]:
        i = center + 1

    else:
        j = center - 1",0.2105263157894736,0.037037037037037,0.8539944903581267,0.2499975000249997,3,0.05,0.0199999999999999,1,5,0,0.98935837
sub_0026,sub_0031,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","arr=[1,2,3,4,5,6,7]

x=5

l=0
h=len(arr)-1

while l<=h:

    m=(l+h)//2

    if arr[m]==x:
        print(""Found"")
        break

    elif arr[m]<x:
        l=m+1

    else:
        h=m-1",0.4193548387096774,0.0384615384615384,0.512396694214876,0.2499975000249997,1,0.02,0.0,1,2,0,0.9859641
sub_0026,sub_0032,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","a = [3, 6, 9, 12, 15, 18]

search = 15

low = 0
high = len(a)-1

print(""Starting Binary Search"")

while low <= high:

    mid = (low + high)//2

    print(""Checking middle element:"", a[mid])

    if a[mid] == search:
        print(""Element found"")
        print(""Index is"", mid)
        break

    elif a[mid] > search:
        high = mid - 1

    else:
        low = mid + 1",0.3333333333333333,0.0344827586206896,0.968,0.2499975000249997,8,0.1,0.03,2,15,0,0.9894022
sub_0026,sub_0033,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","list1 = [7,14,21,28,35]

num = 35

a = 0
b = len(list1)-1

while a<=b:

    c = (a+b)//2

    if num == list1[c]:
        print(""yes found"")
        break

    else:

        if num > list1[c]:
            a = c+1

        else:
            b = c-1",0.2222222222222222,0.0384615384615384,0.6831955922865014,0.4999950000499994,5,0.06,0.0099999999999999,2,7,0,0.98700345
sub_0026,sub_1021,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","n = int(input(""How many numbers: ""))

arr = []

for i in range(n):
    arr.append(int(input()))

target = int(input(""Enter search element: ""))

low = 0
high = n - 1

while low <= high:

    mid = (low + high) // 2

    if arr[mid] == target:
        print(""Element Found"")
        break

    elif arr[mid] < target:
        low = mid + 1

    else:
        high = mid - 1

if low > high:
    print(""Not Found"")",0.2619047619047619,0.1034482758620689,0.8853658536585366,0.3999968000255998,51,0.2199999999999999,0.78,9,67,0,0.98275316
sub_0026,sub_1022,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","size = int(input(""Enter size: ""))

a = []

for i in range(size):
    x = int(input(""Enter value: ""))
    a.append(x)

key = int(input(""Search value: ""))

l = 0
h = size - 1

while l <= h:

    m = (l + h) // 2

    if key == a[m]:
        print(""Found"")
        break

    elif key > a[m]:
        l = m + 1

    else:
        h = m - 1

if l > h:
    print(""Element absent"")",0.1818181818181818,0.03125,0.968,0.3999968000255998,55,0.26,0.85,11,72,0,0.98173475
sub_0026,sub_1023,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","def search(arr, item):

    low = 0
    high = len(arr) - 1

    while low <= high:

        mid = (low + high) // 2

        if arr[mid] == item:
            return mid

        elif arr[mid] > item:
            high = mid - 1

        else:
            low = mid + 1

    return -1


a = [10, 20, 30, 40, 50]

ans = search(a, 30)

print(ans)",0.46875,0.16,0.9449035812672176,0.4999950000499994,47,0.18,0.73,7,63,0,0.9908815
sub_0026,sub_1024,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","def binary(arr, x):

    start = 0
    end = len(arr)-1

    while start <= end:

        middle = (start + end)//2

        if arr[middle] == x:
            return middle

        if x < arr[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [5, 15, 25, 35, 45]

result = binary(nums, 35)

if result == -1:
    print(""Not found"")
else:
    print(""Found at"", result)",0.3243243243243243,0.0689655172413793,0.8581560283687943,0.5999952000383997,53,0.24,0.8099999999999999,10,70,0,0.98978174
sub_0026,sub_1025,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","a = [10,20,30,40,50]

x = 30

s = 0
e = len(a)-1

while(s<=e):

    m = int((s+e)/2)

    if(a[m]==x):
        print(""found"")
        break

    elif(a[m]<x):
        s = m+1

    else:
        e = m-1",0.25,0.0384615384615384,0.5537190082644629,0.2499975000249997,42,0.1499999999999999,0.7,6,59,0,0.97948563
sub_0026,sub_1026,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","list1 = [2,4,6,8,10]

num = 8

start = 0
end = len(list1)-1

while(start<=end):

    mid = int((start+end)/2)

    if(list1[mid]==num):
        print(""element found"")
        break

    elif(list1[mid]>num):
        end = mid-1

    else:
        start = mid+1",0.25,0.0384615384615384,0.7162534435261708,0.2499975000249997,50,0.2,0.76,8,65,0,0.9875878
sub_0026,sub_1027,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","# binary search

arr = [1,3,5,7,9]

x = 7

low = 0
high = len(arr)-1

while low <= high:

    # middle position
    mid = (low + high)//2

    if arr[mid] == x:
        print(""found"")
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.5666666666666667,0.1153846153846153,0.7630853994490359,0.2499975000249997,45,0.1699999999999999,0.72,7,61,0,0.9873252
sub_0026,sub_1028,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","# searching using binary search

a = [11,22,33,44,55]

search = 44

l = 0
h = len(a)-1

while l <= h:

    # calculate mid
    m = (l+h)//2

    if a[m] == search:
        print(""Element Found"")
        break

    elif search > a[m]:
        l = m + 1

    else:
        h = m - 1",0.25,0.0357142857142857,0.7713498622589532,0.2499975000249997,54,0.2299999999999999,0.83,10,71,0,0.9851883
sub_0026,sub_1029,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","a = [5,10,15,20,25]

x = 20

low = 0
high = len(a)-1

print(""Binary Search Begins"")

while low <= high:

    mid = (low+high)//2

    print(""Middle value:"", a[mid])

    if a[mid] == x:
        print(""Found"")
        break

    elif a[mid] > x:
        high = mid - 1

    else:
        low = mid + 1",0.3611111111111111,0.0357142857142857,0.8264462809917356,0.2499975000249997,49,0.19,0.75,8,64,0,0.9870927
sub_0026,sub_1030,assignment_003,"def bsearch(arr, low, high, x):

    if low > high:
        return -1

    mid = (low + high) // 2

    if arr[mid] == x:
        return mid

    elif x < arr[mid]:
        return bsearch(arr, low, mid - 1, x)

    else:
        return bsearch(arr, mid + 1, high, x)


arr = [1, 3, 5, 7, 9, 11]

x = 7

ans = bsearch(arr, 0, len(arr)-1, x)

print(""Answer ="", ans)","arr = [2,4,6,8,10,12]

target = 8

l = 0
h = len(arr)-1

print(""Searching..."")

while l <= h:

    m = (l+h)//2

    print(""Checking"", arr[m])

    if arr[m] == target:
        print(""Element found at"", m)
        break

    elif arr[m] < target:
        l = m + 1

    else:
        h = m - 1",0.2307692307692307,0.0357142857142857,0.8071625344352618,0.2499975000249997,57,0.28,0.87,12,74,0,0.99041444
sub_0027,sub_0028,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","listt = [5, 9, 13, 27, 45, 60]

find = 27

first = 0
last = len(listt)-1

flag = 0

while first <= last:

    mid = (first + last)//2

    if listt[mid] == find:
        flag = 1
        break

    elif listt[mid] < find:
        first = mid + 1

    else:
        last = mid - 1

if flag == 1:
    print(""Element found"")
else:
    print(""Element not found"")",0.3333333333333333,0.0714285714285714,0.5977653631284916,0.6666577778962947,11,0.1599999999999999,0.03,4,23,0,0.99508965
sub_0027,sub_0029,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","# binary search program

arr = [2,4,6,8,10,12]

# element to search
x = 10

low = 0
high = len(arr)-1

while low <= high:

    # finding middle
    mid = (low + high)//2

    # checking condition
    if arr[mid] == x:
        print(""Found at"", mid)
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.3170731707317073,0.0714285714285714,0.6257309941520468,0.999980000399992,3,0.0499999999999999,0.01,1,8,0,0.9954834
sub_0027,sub_0030,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","numbers = [14, 18, 21, 36, 40, 55]

target = 36

i = 0
j = len(numbers)-1

while i <= j:

    center = (i+j)//2

    if numbers[center] == target:
        print(""Search successful"")
        print(center)
        break

    elif target > numbers[center]:
        i = center + 1

    else:
        j = center - 1",0.3142857142857143,0.08,0.6903225806451613,0.999980000399992,6,0.0699999999999999,0.0,2,11,0,0.9953828
sub_0027,sub_0031,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","arr=[1,2,3,4,5,6,7]

x=5

l=0
h=len(arr)-1

while l<=h:

    m=(l+h)//2

    if arr[m]==x:
        print(""Found"")
        break

    elif arr[m]<x:
        l=m+1

    else:
        h=m-1",0.375,0.0833333333333333,0.8691588785046729,0.999980000399992,8,0.0999999999999999,0.0199999999999999,2,18,0,0.9969404
sub_0027,sub_0032,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","a = [3, 6, 9, 12, 15, 18]

search = 15

low = 0
high = len(a)-1

print(""Starting Binary Search"")

while low <= high:

    mid = (low + high)//2

    print(""Checking middle element:"", a[mid])

    if a[mid] == search:
        print(""Element found"")
        print(""Index is"", mid)
        break

    elif a[mid] > search:
        high = mid - 1

    else:
        low = mid + 1",0.3333333333333333,0.074074074074074,0.5706666666666667,0.999980000399992,1,0.0199999999999999,0.01,1,1,0,0.9946579
sub_0027,sub_0033,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","list1 = [7,14,21,28,35]

num = 35

a = 0
b = len(list1)-1

while a<=b:

    c = (a+b)//2

    if num == list1[c]:
        print(""yes found"")
        break

    else:

        if num > list1[c]:
            a = c+1

        else:
            b = c-1",0.3333333333333333,0.0833333333333333,0.8629032258064516,0.6666577778962947,4,0.06,0.01,1,9,0,0.9932438
sub_0027,sub_1021,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","n = int(input(""How many numbers: ""))

arr = []

for i in range(n):
    arr.append(int(input()))

target = int(input(""Enter search element: ""))

low = 0
high = n - 1

while low <= high:

    mid = (low + high) // 2

    if arr[mid] == target:
        print(""Element Found"")
        break

    elif arr[mid] < target:
        low = mid + 1

    else:
        high = mid - 1

if low > high:
    print(""Not Found"")",0.2926829268292683,0.0689655172413793,0.5219512195121951,0.4999950000499994,42,0.3399999999999999,0.8,12,83,0,0.99392897
sub_0027,sub_1022,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","size = int(input(""Enter size: ""))

a = []

for i in range(size):
    x = int(input(""Enter value: ""))
    a.append(x)

key = int(input(""Search value: ""))

l = 0
h = size - 1

while l <= h:

    m = (l + h) // 2

    if key == a[m]:
        print(""Found"")
        break

    elif key > a[m]:
        l = m + 1

    else:
        h = m - 1

if l > h:
    print(""Element absent"")",0.3333333333333333,0.0666666666666666,0.5706666666666667,0.4999950000499994,46,0.38,0.87,14,88,0,0.9931929
sub_0027,sub_1023,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","def search(arr, item):

    low = 0
    high = len(arr) - 1

    while low <= high:

        mid = (low + high) // 2

        if arr[mid] == item:
            return mid

        elif arr[mid] > item:
            high = mid - 1

        else:
            low = mid + 1

    return -1


a = [10, 20, 30, 40, 50]

ans = search(a, 30)

print(ans)",0.3055555555555556,0.037037037037037,0.6239067055393586,0.6666577778962947,38,0.3,0.75,10,79,0,0.9810079
sub_0027,sub_1024,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","def binary(arr, x):

    start = 0
    end = len(arr)-1

    while start <= end:

        middle = (start + end)//2

        if arr[middle] == x:
            return middle

        if x < arr[middle]:
            end = middle - 1

        else:
            start = middle + 1

    return -1


nums = [5, 15, 25, 35, 45]

result = binary(nums, 35)

if result == -1:
    print(""Not found"")
else:
    print(""Found at"", result)",0.2564102564102564,0.0344827586206896,0.5059101654846335,0.3999968000255998,44,0.36,0.83,13,86,0,0.9847772
sub_0027,sub_1025,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","a = [10,20,30,40,50]

x = 30

s = 0
e = len(a)-1

while(s<=e):

    m = int((s+e)/2)

    if(a[m]==x):
        print(""found"")
        break

    elif(a[m]<x):
        s = m+1

    else:
        e = m-1",0.5517241379310345,0.3,0.9392523364485982,0.999980000399992,33,0.2699999999999999,0.72,9,75,0,0.99847376
sub_0027,sub_1026,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","list1 = [2,4,6,8,10]

num = 8

start = 0
end = len(list1)-1

while(start<=end):

    mid = int((start+end)/2)

    if(list1[mid]==num):
        print(""element found"")
        break

    elif(list1[mid]>num):
        end = mid-1

    else:
        start = mid+1",0.40625,0.0833333333333333,0.823076923076923,0.999980000399992,41,0.32,0.78,11,81,0,0.99764025
sub_0027,sub_1027,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","# binary search

arr = [1,3,5,7,9]

x = 7

low = 0
high = len(arr)-1

while low <= high:

    # middle position
    mid = (low + high)//2

    if arr[mid] == x:
        print(""found"")
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.3823529411764705,0.12,0.7725631768953068,0.999980000399992,36,0.29,0.74,10,77,0,0.99675095
sub_0027,sub_1028,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","# searching using binary search

a = [11,22,33,44,55]

search = 44

l = 0
h = len(a)-1

while l <= h:

    # calculate mid
    m = (l+h)//2

    if a[m] == search:
        print(""Element Found"")
        break

    elif search > a[m]:
        l = m + 1

    else:
        h = m - 1",0.5625,0.0769230769230769,0.7642857142857142,0.999980000399992,45,0.35,0.85,13,87,0,0.9974792
sub_0027,sub_1029,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","a = [5,10,15,20,25]

x = 20

low = 0
high = len(a)-1

print(""Binary Search Begins"")

while low <= high:

    mid = (low+high)//2

    print(""Middle value:"", a[mid])

    if a[mid] == x:
        print(""Found"")
        break

    elif a[mid] > x:
        high = mid - 1

    else:
        low = mid + 1",0.4,0.0769230769230769,0.7133333333333334,0.999980000399992,40,0.31,0.77,11,80,0,0.9971951
sub_0027,sub_1030,assignment_003,"a = [11,22,33,44,55,66]

s = 0
e = len(a)-1

x = 44

while(s<=e):

    mid = int((s+e)/2)

    if(a[mid]==x):
        print(""found"")
        break

    elif(a[mid]>x):
        e = mid-1

    else:
        s = mid+1","arr = [2,4,6,8,10,12]

target = 8

l = 0
h = len(arr)-1

print(""Searching..."")

while l <= h:

    m = (l+h)//2

    print(""Checking"", arr[m])

    if arr[m] == target:
        print(""Element found at"", m)
        break

    elif arr[m] < target:
        l = m + 1

    else:
        h = m - 1",0.2972972972972973,0.0769230769230769,0.7303754266211604,0.999980000399992,48,0.4,0.89,15,90,0,0.99532056
sub_0028,sub_0029,assignment_003,"listt = [5, 9, 13, 27, 45, 60]

find = 27

first = 0
last = len(listt)-1

flag = 0

while first <= last:

    mid = (first + last)//2

    if listt[mid] == find:
        flag = 1
        break

    elif listt[mid] < find:
        first = mid + 1

    else:
        last = mid - 1

if flag == 1:
    print(""Element found"")
else:
    print(""Element not found"")","# binary search program

arr = [2,4,6,8,10,12]

# element to search
x = 10

low = 0
high = len(arr)-1

while low <= high:

    # finding middle
    mid = (low + high)//2

    # checking condition
    if arr[mid] == x:
        print(""Found at"", mid)
        break

    elif arr[mid] < x:
        low = mid + 1

    else:
        high = mid - 1",0.3023255813953488,0.0625,0.9553072625698324,0.6666577778962947,8,0.1099999999999999,0.02,3,15,0,0.99747026
